id,bn_runmean_cos,bn_runmean_l1_neg,bn_runvar_logcos,bn_affine_cosine,member_sac,member_cka,member_margin_spearman,member_pred_agree,test_sac,test_cka,test_margin_spearman,test_pred_agree,cutmix_sac,cutmix_cka,cutmix_margin_spearman,cutmix_pred_agree,aug_delta_logit_cos,aug_class_delta_p10,aug_class_delta_p50,aug_class_delta_iqr_neg,aug_change_agreement,aug_label_agreement,member_ddv,test_ddv,cutmix_ddv,member_sac_w,test_sac_w,member_sac_hc,test_sac_hc,boundary_pred_agree,boundary_sac,layer1_cos,layer2_cos,layer3_cos,layer4_cos,layer_cos_mean,layer_cos_min,jacobian_cos
10,0.0846143003348948,-0.6349309682846069,0.14881361711937244,0.6141000533292591,0.05389877026061774,0.1959774903124536,0.017709526427381606,0.0955,0.07934387124508378,0.2278746738756492,0.07701656075414019,0.0805,0.2354821479605668,0.21651771696026845,0.044177883544470886,0.05,0.010479214097398529,-0.033499140103726115,0.006593078585649714,-0.041277757906623344,0.651,0.085,0.9061076045036316,0.89836585521698,0.849778950214386,,0.13506993427223632,0.08552045777950311,0.10639261243058747,0.065,0.12073611232081985,0.8190758528772486,0.821375388725831,0.690863925695434,0.28798322760626527,0.6548245987261947,0.28798322760626527,-0.0018313792534172535
11,0.24396370117994975,-0.2226240038871765,0.17609818039477682,0.6358663884975165,0.24695926342247587,0.49695770217563395,0.13089245072311267,0.365,0.33698689265986786,0.5765187689370553,0.17727042381760597,0.379,0.3845622448055867,0.5054052956363718,0.15010261052565263,0.264,0.06572432167134262,0.004065845357746589,0.0651123708284176,-0.07345610887138308,0.7535,0.354,0.8362898826599121,0.841823160648346,0.798498272895813,,0.3825877737383126,0.38093097204531,0.41560300718777426,0.17,0.3481549134077243,0.8255774343213236,0.798952487473214,0.7085900398196362,0.30235504755689063,0.6588687522927661,0.30235504755689063,0.12803112715482712
12,0.22574027029571903,-0.5237709283828735,0.16544089801608333,0.6278887924698282,0.2487038727888691,0.41184707182065505,0.1762072220518055,0.3855,0.3409183041784803,0.48119762262706245,0.20682762220690556,0.4155,0.3389381190596168,0.4288511591638847,0.10451523212880803,0.2455,0.05198513051107531,-0.0025762150631707848,0.05149318599362965,-0.04653107651917211,0.7425,0.388,0.9548439383506775,0.9476016163825989,0.90192711353302,,0.3508081722800502,0.3797870074030774,0.4755872128278063,0.16,0.31577000140413186,0.8271819789950139,0.7946491056873501,0.7107039238768051,0.301578950125551,0.65852848967118,0.301578950125551,0.10628588125109673
13,0.4935021514785995,-0.039334289729595184,0.39919364428332604,0.952291206525489,0.9998953866295179,0.806738454430836,0.32483912270978066,1.0,0.6993589687349783,0.7454357942795118,0.7424382701095675,0.755,0.4008740083760639,0.5105555918618887,0.32130751132687785,0.433,0.11456070711027314,0.03965011959083915,0.11087472203767988,-0.0810174595202793,1.0,1.0,0.9999774098396301,0.9870917201042175,0.9198238849639893,,0.39555506983537597,0.9995010901358584,0.9961676971461151,0.345,0.28683231625441863,0.7837045030583641,0.7675646985166934,0.6102659416203216,0.22042054465679645,0.5954889219630438,0.22042054465679645,0.22995710372924805
14,0.9999999999997222,-0.0,0.9999999999974046,0.9999999999999949,0.9999989359734763,1.0,0.948950844237711,1.0,0.9916949198363351,1.0,0.9900735450183863,0.9655,0.9841842217413731,1.0,0.9554715483678871,0.932,0.9989450590435701,0.9987395086173179,0.9989704700526575,-0.00019319980643817125,1.0,1.0,0.9999988079071045,0.9996775388717651,0.9986039400100708,,0.9812216915036897,0.9999999981372224,0.999999984244557,0.87,0.9774457409115047,0.9999999999985578,0.9999999999981359,0.9999999999970457,0.9999999999999912,0.9999999999984326,0.9999999999970457,0.999925434589386
15,0.27690560616609516,-0.2577856481075287,0.1907478604896677,0.6442076117856673,0.34103851125437845,0.5339069191447812,0.20430350257587565,0.4845,0.4675503561728797,0.6193683447627846,0.32504143526035884,0.506,0.45029470770801666,0.5452522114706012,0.24362986290746572,0.3435,0.1132645373773179,0.05339124022584241,0.11099269662392208,-0.07731693174916221,0.813,0.499,0.8991214632987976,0.910603940486908,0.8731564879417419,,0.4893246909001283,0.5408548461685172,0.5732425028157012,0.215,0.4036853104832132,0.839048432686868,0.8039839677986816,0.7126978241723371,0.28800958145783756,0.6609349515289311,0.28800958145783756,0.22496984899044037
16,0.49109539558599086,-0.05703553557395935,0.37763402279043184,0.9529590292916066,0.9853081310955094,0.7883755833686078,0.44466852766713194,0.9915,0.7570638298071626,0.7706686816721404,0.7871444792861199,0.7925,0.5088802867418974,0.6090811831116003,0.4343949830987458,0.5075,0.10092488750977628,0.030482896147588433,0.10744869662253724,-0.06829597213208724,0.9945,0.99,0.9992078542709351,0.9866546988487244,0.9420443773269653,,0.4706400132855929,0.9954804902768112,0.9992587759108833,0.355,0.3244548699328402,0.8008277353521994,0.7930329751483516,0.6581391915615908,0.24028392089015732,0.6230709557380748,0.24028392089015732,0.332351416349411
17,0.48698182411694935,-0.03146924823522568,0.4855243679061902,0.9467157099112434,0.999209670127094,0.7069621426799988,0.3018522124630531,0.9995,0.7385778851674824,0.6167060087744185,0.7673383018345754,0.7805,0.4768522912642505,0.46041743849032724,0.34395170298792577,0.4815,0.09969173462719155,0.05042003706438802,0.09654130425063455,-0.04827155173388811,1.0,1.0,0.999645471572876,0.9826256036758423,0.9264991283416748,,0.4620114236969672,0.9968207209601722,0.9994166162453887,0.345,0.29611058464572027,0.7952377429701101,0.7988982625901431,0.6599661588624874,0.2427797064534363,0.6242204677190443,0.2427797064534363,0.23105134069919586
18,0.027083516376690226,-0.6730503439903259,0.14276452498933745,0.6132641112740034,0.11118909112898023,0.29905722003764246,0.047378602344650585,0.1825,0.17462946035939328,0.35343198787314445,0.08857804614451154,0.19,0.2556921275292473,0.29526444415650777,0.023958236989559248,0.124,0.02935452610918911,-0.01042723031775676,0.026990466925253413,-0.04830713434232807,0.7125,0.1845,0.9300836324691772,0.9250756502151489,0.8698713183403015,,0.22826098160615033,0.18027734409911111,0.2132246047754878,0.08,0.2639322757376692,0.8294110883116476,0.8001694939184929,0.6775415831257428,0.2975242379503266,0.6511616008265525,0.2975242379503266,0.02101760171353817
19,0.48103858305736474,-0.08406572043895721,0.3621869419500511,0.9139597283391011,0.9832600775366283,0.9205672843311834,0.7365588701397175,0.9905,0.7945627915687566,0.8649272140335957,0.844021888005472,0.8205,0.5777798443261204,0.7000402828858429,0.501883851970963,0.5695,0.24012611278803175,0.16911870645430008,0.24352695829810583,-0.0767665221537476,0.9955,0.9925,0.9990503787994385,0.9896120429039001,0.9518887400627136,,0.5299633601880624,0.9999216153897214,0.9999872203781146,0.36,0.326955322313053,0.8067863201851733,0.7803626930703634,0.6578935110878023,0.20583026793446363,0.6127181980694507,0.20583026793446363,0.3898421823978424
20,0.0834342531308877,-0.5158177614212036,0.1470314057900452,0.618407620646205,0.0766211696983234,0.2651015651070699,0.04850841312710328,0.1165,0.12144695309786945,0.3132062324263813,0.08589585947396487,0.1205,0.23624222909979078,0.2698326772198884,0.07610405502601375,0.075,0.022089522168612895,-0.019843279955379958,0.022543205071203692,-0.04572020496993246,0.6955,0.1095,0.8554823994636536,0.8472985029220581,0.798951268196106,,0.19103879059342013,0.1167408590578911,0.13924617768597516,0.075,0.19588172481893468,0.7936379628811618,0.7660679735616939,0.6967718539462744,0.35966105348464394,0.6540347109684436,0.35966105348464394,0.008531235624104738
21,0.9967112584707583,-0.0014627822674810886,0.9984445727292685,0.9997758444755003,0.9997864062896014,0.9608985072184646,0.6395618243904561,1.0,0.8832695057159005,0.9491990708353791,0.8927725511931378,0.869,0.7995873100757629,0.8953086502487768,0.6592047193011799,0.7345,0.7800635531363656,0.7385170186178253,0.7858465164749959,-0.03546418307500088,0.9995,0.9995,0.9999269247055054,0.9946306943893433,0.973002016544342,,0.7486893033883126,0.9999988778923318,0.9999964381226261,0.655,0.7812465159259888,0.9987149734631202,0.9968786355083354,0.986565342308852,0.9837711684405428,0.9914825299302126,0.9837711684405428,0.7929666340351105
22,0.9966340296012605,-0.0015258407220244408,0.9983542648460636,0.9997504805035369,0.998776030508469,0.9473010922012088,0.6379741144935286,0.9995,0.8720990606726106,0.9369600125387982,0.8802025765506442,0.8435,0.7770628260984179,0.8744401127185923,0.6175353898838475,0.688,0.7488753953293636,0.7120059659444433,0.752760182204861,-0.04084110250846529,0.9995,0.9995,0.9997631907463074,0.9939593076705933,0.9725688695907593,,0.7479184960367722,0.9999954087722431,0.9973382698850466,0.555,0.7251846467867128,0.9987404970711231,0.9956100984296733,0.9834218427483906,0.9750281161042145,0.9882001385883503,0.9750281161042145,0.7725582718849182
23,0.43830359037332234,-0.026203272864222527,0.4461842086658075,0.921713213593817,0.622546192915891,0.6541378855431305,0.36586025696506425,0.7485,0.6544279499500051,0.7243589428179136,0.5604671421167855,0.684,0.508095115821897,0.6244051672362302,0.2963212190803048,0.433,0.1437856251651084,0.06786536599009842,0.14161155890105487,-0.06452455648152347,0.8915,0.742,0.948393702507019,0.9634920954704285,0.895732045173645,,0.5231458772188851,0.8068548592886363,0.8578965138112465,0.295,0.43448352696350706,0.8269328970288402,0.7866283068148766,0.6815611790290216,0.22162266219048748,0.6291862612658065,0.22162266219048748,0.33602847158908844
24,0.9768999115830368,-0.006777289789170027,0.9980271171212285,0.9935055559296372,0.9926129255118767,0.9081302135918475,0.5894056143514036,0.9965,0.8318564680736056,0.9034925852040899,0.8486115306528826,0.8355,0.7048937638018239,0.8301094199901045,0.5468606672151668,0.626,0.6451754877674726,0.5956254153521942,0.6464081909792365,-0.05044185799096235,0.9975,0.9985,0.9993031620979309,0.9927454590797424,0.9612902402877808,,0.6558731698358107,0.9999879359332361,0.998079729492693,0.505,0.6328476369227678,0.9854430053805008,0.9775970302906101,0.9425965766617133,0.9535012066499544,0.9647844547456945,0.9425965766617133,0.7030807137489319
25,0.9757807245310491,-0.007118974346667528,0.9981743235591024,0.9932025360344664,0.9752009796998332,0.8819873217480437,0.5449132422283106,0.986,0.771982528213756,0.8726035338583202,0.7944292821073206,0.7945,0.5776155967619822,0.7676151259983067,0.43759516489879124,0.537,0.5998085128487648,0.5482428909732828,0.5986965953267802,-0.06640329490679375,0.993,0.996,0.9983289241790771,0.9897800087928772,0.9446792006492615,,0.5785840365998838,0.9907457536347746,0.9975856199825598,0.41,0.5293025840001003,0.9821390574245169,0.9693767899109844,0.9343429250559874,0.940842586857045,0.9566753398121335,0.9343429250559874,0.6502952575683594
26,0.9775396699673995,-0.006341294851154089,0.9984364277016176,0.9937768567689033,0.9907316136733237,0.8925935611700637,0.532768571692143,0.9965,0.7772136536422453,0.8855607063774892,0.8086945346736336,0.7965,0.6121088679059368,0.799274023736676,0.4857748889437222,0.611,0.6209028398637046,0.5660990042929739,0.6236203868995875,-0.053597381673240574,0.991,0.9985,0.9984344244003296,0.9909304976463318,0.9533674120903015,,0.5972038555364657,0.9995645728254989,0.9999216122033141,0.445,0.5911545005988864,0.9874905522428954,0.9707177238134118,0.939047770064848,0.9469504044455618,0.9610516126416792,0.939047770064848,0.6915493607521057
27,0.398245842610735,-0.16040895879268646,0.24872002617065284,0.7962282138841272,0.4350653365308419,0.493958141686541,0.27226751306687824,0.5785,0.5182481541778974,0.5702147857447453,0.4032356283089071,0.574,0.4081367709383642,0.5073337737491106,0.2031365007841252,0.3545,0.10337587153814982,0.0529560964438556,0.11193360452015587,-0.058436942391665164,0.7955,0.5835,0.9722445607185364,0.9717247486114502,0.9198499321937561,,0.4317698955083119,0.6976054223615834,0.7673742511422461,0.225,0.34664086286039386,0.8292558473636159,0.8033251057671521,0.6849410502611217,0.26618914549097983,0.6459277872207174,0.26618914549097983,0.2459530532360077
28,0.9968337623151498,-0.001461822190321982,0.997907373646776,0.9997664620883596,0.9998069737349283,0.95940466339648,0.6366482896620724,1.0,0.8855100334804469,0.9464593989277668,0.8903953805988452,0.864,0.8064243091571052,0.894012141188301,0.6754656128664032,0.738,0.7691325365165397,0.7331896919301487,0.7679753684892512,-0.03833950074709991,0.9995,0.9995,0.9999198317527771,0.9948669075965881,0.9742989540100098,,0.7528304348249351,0.9999995321954556,0.99995314147166,0.56,0.7398686250753647,0.9986086237279103,0.9967064796785989,0.9860557741293564,0.9829958854120234,0.9910916907369723,0.9829958854120234,0.7930047512054443
29,0.9774831468034484,-0.0064743985421955585,0.9982548491476576,0.9935495753263,0.9831419797923097,0.8766538290430252,0.48069750617437657,0.9915,0.7637859066027177,0.8703428572097962,0.7809352832338208,0.7915,0.6181525241581238,0.7949288123107645,0.4436392334098084,0.5655,0.5876874808947278,0.5157781993679939,0.5951336794184436,-0.08364910232690703,0.9885,0.993,0.9983069896697998,0.9885746836662292,0.9496524333953857,,0.5869682678813917,0.9993006357833499,0.996901714203088,0.465,0.535823744004715,0.980386587609795,0.9627326978392261,0.9325683017690396,0.939324339563264,0.9537529816953312,0.9325683017690396,0.6604063510894775
30,0.4501751648178937,-0.016650009900331497,0.32923088580422444,0.9616346217435474,0.999985877915664,0.8831090714340625,0.4370098932524733,1.0,0.7665092926504476,0.8338629503123093,0.8068089247022312,0.7945,0.5329020795628433,0.6462156822243827,0.4295977658994415,0.5215,0.15027092988958254,0.06168396809365506,0.15592879908563645,-0.07781534772749199,1.0,1.0,0.9999833703041077,0.9892030954360962,0.9375362396240234,,0.48247999379273826,0.9999663251752561,0.9998878755732702,0.345,0.3026180741429312,0.8207086843455106,0.7709772760887249,0.6354673537291382,0.17728374059910676,0.6011092636906201,0.17728374059910676,0.34702686965465546
31,0.4989144012361092,-0.019826525822281837,0.45119510484118647,0.9613844057255585,0.9999931708723256,0.867868293867425,0.31973025343256334,1.0,0.7529241617057717,0.8127467091577012,0.7869045737261434,0.7845,0.5167051828346365,0.6226103536747759,0.4812134253033563,0.5345,0.07548286129805158,-0.015460199109686757,0.0725283413677269,-0.08301142462995804,1.0,1.0,0.9999876618385315,0.9876372218132019,0.9391285181045532,,0.4633336915997525,0.9999992892796238,0.9997741351881129,0.355,0.30777226443248207,0.7790142057131914,0.788105207634206,0.6228725577866383,0.19049283599415492,0.5951212017820476,0.19049283599415492,0.33402636647224426
